FitMethod,sigmaC,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,TrueVp,errKt,errVe,errKep,errVp,stdErrKt,stdErrVe,stdErrKep,stdErrVp,meanResid,stdResid,fracImag
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.001000,0.064252,0.017317,0.056082,7.202765,3.997908,1.416492,3.975809,428.988267,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.001000,-4.190272,-1.581073,-23.819713,436.316859,5.057359,2.096939,3.352727,1146.417511,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.001000,-45.393416,-57.957185,-7.735412,123.970012,46.625771,62.813305,48.314222,1304.916148,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.001000,-5.533429,-1.876920,-24.640139,676.300170,3.869535,1.801774,2.939896,833.243535,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.001000,-5.299337,-4.367721,-22.076860,538.408244,5.262130,7.301780,41.292926,817.650869,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,0.293744,-0.213749,0.413399,127.162598,10.881186,2.877190,9.478855,1028.938983,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,0.087580,-0.110995,0.200858,58.175343,5.923787,2.268559,5.512552,821.690231,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,-4.989411,-1.889678,-29.529033,525.376930,6.590368,2.691385,4.245350,1539.892007,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,-44.644392,-55.796311,-22.519262,288.108715,45.424493,64.124711,60.194317,1682.249882,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,-6.869225,-2.256216,-30.630955,878.590371,4.972662,2.369265,3.690874,1095.303579,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.001000,-7.157319,-6.297539,-35.122327,769.275683,5.942183,9.830407,47.225367,1078.266938,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,-3.170350,-3.606993,0.297359,1706.111476,21.975990,6.564479,20.342870,3649.606259,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,0.381910,-0.163147,0.523817,59.450308,7.929382,3.040473,7.012728,1179.241740,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,-5.425654,-2.057432,-32.912756,561.852387,7.621850,3.118545,4.855554,1819.635775,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,-43.051727,-51.820423,-34.151333,399.608564,44.700438,64.942577,65.825311,1935.532759,NaN,NaN,0.000000
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,-7.721860,-2.462606,-34.227136,1007.410430,5.750714,2.799639,4.246835,1264.700897,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.001000,-7.961079,-6.811718,-43.904905,917.290155,6.557408,10.637310,47.738397,1249.285234,NaN,NaN,0.000000
ETM,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,0.003856,0.007326,-0.001591,0.229884,1.608517,0.625826,1.603600,34.829321,NaN,NaN,0.000000
ERTM,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,2.332722,0.985089,1.331298,-84.443083,2.863931,0.619833,2.647133,13.596245,NaN,NaN,0.000000
CERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,-1.070240,-0.334412,-6.099706,20.195508,2.926330,1.233399,2.069575,113.135254,NaN,NaN,0.000000
ERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,-22.178805,-27.271871,-0.691840,0.632483,40.395414,52.067263,23.675598,126.325017,NaN,NaN,0.000000
CERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,-1.343439,-0.409823,-6.283629,28.594593,2.571914,1.122185,1.910412,99.285413,NaN,NaN,0.000000
ERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.005000,-1.262613,-0.677617,-3.597913,16.095946,3.448516,1.233989,21.983844,103.289328,NaN,NaN,0.000000
ETM,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,0.020038,0.011985,0.017263,2.211846,3.641861,1.395923,3.626469,78.624256,NaN,NaN,0.000000
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,0.363880,0.165469,0.206501,-10.118254,4.064589,1.404348,4.023099,87.140978,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,-3.524100,-1.151403,-20.955869,74.000245,5.375152,2.209964,3.581258,235.898831,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,-34.559361,-44.027151,-7.950092,22.988812,44.544849,60.215248,47.639031,264.061814,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,-4.450821,-1.366979,-21.525075,106.088801,4.386716,1.956239,3.205920,189.605432,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.005000,-4.220103,-3.516976,-17.401009,78.932915,5.571139,6.296606,42.193228,189.310734,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,0.072702,-0.243913,0.220707,23.514382,10.874386,2.837419,9.482274,203.613968,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,-0.136375,-0.169927,0.032573,14.394453,5.947167,2.241287,5.503621,165.538779,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,-4.424202,-1.476237,-27.343525,91.655172,6.856342,2.756519,4.429455,314.312825,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,-37.342010,-46.949739,-20.377718,45.290343,44.440366,62.624967,59.835107,343.192701,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,-5.865683,-1.774555,-28.191251,144.416847,5.429245,2.457241,3.903275,241.623597,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.005000,-5.897345,-5.376155,-29.766281,119.342182,6.585646,9.130984,48.488771,242.155223,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,-3.625311,-3.576910,-0.213106,329.711895,21.950875,6.612764,20.244990,733.196767,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,0.187599,-0.277660,0.440635,22.120677,8.035521,3.099472,7.063754,242.428742,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,-5.007661,-1.728258,-32.063046,110.941887,7.787914,3.160144,4.955187,368.862607,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,-36.084016,-43.371972,-33.718120,77.966209,43.352911,63.298238,66.949795,394.406948,NaN,NaN,0.000000
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,-6.732354,-2.044625,-33.044157,176.823236,6.138692,2.880869,4.375955,279.348200,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.005000,-6.923691,-6.453707,-39.893462,157.037300,6.865904,10.843919,49.787304,277.969340,NaN,NaN,0.000000
ETM,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,0.046673,0.016028,0.032449,-0.130279,1.623010,0.624405,1.614175,3.511127,NaN,NaN,0.000000
ERTM,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,26.119612,9.663944,15.000114,-85.069396,3.669430,0.641715,3.080947,1.735336,NaN,NaN,0.000000
CERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,0.568693,0.033819,2.204404,-1.640867,3.311512,1.407581,2.396774,12.077273,NaN,NaN,0.000000
ERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,1.193050,0.097133,3.711200,-2.241093,3.829813,1.675904,24.836660,13.339985,NaN,NaN,0.000000
CERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,0.568693,0.033819,2.204404,-1.640867,3.311512,1.407581,2.396774,12.077273,NaN,NaN,0.000000
ERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.050000,1.193050,0.097133,3.711200,-2.241093,3.829813,1.675904,24.836660,13.339985,NaN,NaN,0.000000
ETM,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,0.019915,-0.005997,0.034651,0.100437,3.649152,1.417309,3.613538,7.872932,NaN,NaN,0.000000
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,4.149645,1.622516,2.491597,-14.246097,4.421191,1.470035,4.210283,9.739183,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.380247,0.401150,-7.034921,1.579472,6.458851,2.703125,4.529716,24.905387,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,1.685000,0.235403,-4.589987,0.156639,7.670740,5.130562,49.924277,26.843460,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,-0.380379,0.401114,-7.034999,1.579852,6.458370,2.703006,4.529498,24.903809,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.050000,1.650149,-0.520897,-4.205550,0.085784,7.608007,5.640500,49.056453,26.763140,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,0.221782,-0.217106,0.347520,2.230627,10.875737,2.862247,9.509916,20.352403,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,-1.216200,-0.610415,-0.654786,5.507294,7.411856,3.164837,6.049941,26.521042,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,-0.893699,0.772029,-14.317625,3.762939,8.555734,3.577031,5.713224,36.315410,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,1.925358,2.343585,-18.742579,2.875782,11.533494,13.343027,62.606207,38.612885,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,-0.903682,0.769460,-14.323249,3.793344,8.527420,3.570257,5.701498,36.221696,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.050000,1.856115,-0.967216,-15.717719,2.486748,9.785680,8.085332,56.718133,38.284478,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,-3.526316,-3.587292,-0.078599,33.426756,21.816979,6.531477,20.253776,73.016548,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.394504,-0.895955,-0.865114,8.073207,13.973032,6.634301,9.208561,60.870125,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.188859,1.065378,-19.281393,5.372607,10.996215,4.969957,6.645169,56.205507,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.698907,-1.727974,-29.837337,3.201002,24.429648,36.590668,72.935413,61.236928,NaN,NaN,0.000000
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,-1.346905,1.027268,-19.368475,5.884082,10.687143,4.893346,6.531085,55.078654,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.050000,1.900872,-0.924566,-24.121282,3.711197,11.312429,9.550372,59.299106,58.777351,NaN,NaN,0.000000
ETM,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,0.099721,0.028428,0.073086,-0.140888,1.642067,0.636190,1.628639,1.797293,NaN,NaN,0.000000
ERTM,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,55.423708,19.516793,30.035426,-85.111911,4.629720,0.704430,3.511496,1.241762,NaN,NaN,0.000000
CERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,0.883135,-0.618351,6.492524,-1.921152,3.602634,1.508367,2.662503,6.286862,NaN,NaN,0.000000
ERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,1.633730,-0.548649,8.590009,-2.322933,3.632043,3.666918,26.517618,7.014003,NaN,NaN,0.000000
CERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,0.883135,-0.618351,6.492524,-1.921152,3.602634,1.508367,2.662503,6.286862,NaN,NaN,0.000000
ERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.100000,1.633730,-0.548649,8.590009,-2.322933,3.632043,3.666918,26.517618,7.014003,NaN,NaN,0.000000
ETM,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,0.149961,0.036171,0.124003,-0.108546,3.640489,1.437182,3.638481,3.940095,NaN,NaN,0.000000
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,8.656264,3.306709,5.177380,-14.565296,5.007404,1.659378,4.520246,5.900389,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,0.789447,0.762522,-2.960451,-0.615971,7.004885,2.916008,4.944393,13.139979,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,3.599489,0.789948,1.068969,-1.696908,8.131897,7.897163,52.829332,14.501584,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,0.789447,0.762522,-2.960451,-0.615971,7.004885,2.916008,4.944393,13.139979,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.100000,3.514096,0.065596,1.421663,-1.722928,8.025741,7.682362,52.015984,14.475898,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,0.235267,-0.179401,0.321123,1.120774,10.996739,2.920765,9.597914,10.271674,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,-2.489508,-1.079650,-1.632936,5.235613,10.998618,5.046371,7.607735,22.866090,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,0.633834,1.744372,-9.794805,0.832627,9.977733,4.440116,6.408746,22.132592,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,6.325983,5.939201,-14.815470,0.008946,12.478405,18.051418,67.828533,24.100519,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,0.633834,1.744372,-9.794805,0.832627,9.977733,4.440116,6.408746,22.132592,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.100000,5.314828,0.685344,-11.135929,-0.173760,11.370329,9.633152,60.720552,24.009760,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,-3.163305,-3.491198,0.174645,16.367939,22.031551,6.580559,20.307730,36.515053,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,-2.231725,-1.390221,-2.248263,6.802648,23.957952,12.034413,13.779639,57.128292,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,1.318851,2.141174,-11.094828,0.292666,16.754058,8.558194,8.837784,46.100668,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,12.864514,13.598444,-29.033571,-2.047021,23.598032,32.602308,87.748171,49.937863,NaN,NaN,0.000000
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,1.300575,2.136434,-11.104169,0.318615,16.706378,8.547170,8.818667,46.039547,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.100000,10.686639,4.145990,-18.377431,-1.928654,17.037085,11.747763,69.482164,49.795169,NaN,NaN,0.000000
ETM,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,0.111351,0.050814,0.062447,-0.150630,1.674962,0.653752,1.662278,1.190049,NaN,NaN,0.000000
ERTM,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,87.964576,29.547465,45.082237,-85.122555,5.844387,0.788817,4.046400,1.125858,NaN,NaN,0.000000
CERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,0.668363,-2.079245,11.426455,-2.170321,3.891908,1.646814,2.959695,4.379365,NaN,NaN,0.000000
ERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,1.565934,-1.884054,13.490779,-2.437542,4.215909,5.830385,27.946328,4.941167,NaN,NaN,0.000000
CERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,0.668363,-2.079245,11.426455,-2.170321,3.891908,1.646814,2.959695,4.379365,NaN,NaN,0.000000
ERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.150000,1.565934,-1.884054,13.490779,-2.437542,4.215909,5.830385,27.946328,4.941167,NaN,NaN,0.000000
ETM,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,0.144880,0.052677,0.101747,-0.086411,3.785265,1.433786,3.764455,2.642474,NaN,NaN,0.000000
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,13.035740,4.967011,7.673084,-14.601097,5.994384,1.907358,5.073870,4.911818,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,1.023455,0.255635,0.837368,-0.925729,7.594159,3.183188,5.438532,9.256309,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,4.605866,1.028071,4.090552,-1.623638,9.933143,12.584355,54.965719,10.257430,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,1.023455,0.255635,0.837368,-0.925729,7.594159,3.183188,5.438532,9.256309,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.150000,4.435363,-0.135194,4.553504,-1.643830,9.554308,11.393666,53.916762,10.237033,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,0.432798,-0.164811,0.504755,0.720921,11.044145,2.889865,9.674629,6.822258,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,-3.347913,-1.498554,-2.351159,4.791992,14.938211,7.069347,9.463873,21.711930,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,1.900172,2.212966,-6.569461,-0.390270,11.466183,5.426625,7.024204,17.844122,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,10.851173,9.272530,-11.930957,-1.292922,16.853990,24.695185,72.935441,19.965938,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,1.900172,2.212966,-6.569461,-0.390270,11.466183,5.426625,7.024204,17.844122,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.150000,9.140550,2.001440,-7.772306,-1.403636,14.122150,12.932128,65.102462,19.895919,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,-3.066256,-3.442725,0.216509,10.605544,22.245464,6.499507,20.539700,23.936399,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,-2.872894,-1.854264,-4.163700,6.609079,34.331495,17.537236,19.399158,56.277479,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,3.122153,1.832593,-3.301364,-1.711949,24.104411,13.186009,11.922216,43.750728,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,28.487553,28.500148,-29.541190,-4.580071,30.952109,40.402731,103.967421,46.624124,NaN,NaN,0.000400
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,3.120743,1.832219,-3.302042,-1.710747,24.100528,13.185119,11.920725,43.747967,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.150000,20.980692,9.097742,-13.778196,-4.200978,23.583741,15.142173,79.304172,47.050727,NaN,NaN,0.000400
ETM,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,0.151282,0.075262,0.078007,-0.140257,1.716212,0.659902,1.707350,0.910455,NaN,NaN,0.000000
ERTM,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,123.455837,39.691714,59.949005,-85.115050,7.380887,0.876760,4.715479,1.073559,NaN,NaN,0.000000
CERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,-0.217971,-4.153162,15.720053,-2.083151,4.239159,1.800694,3.291706,3.504809,NaN,NaN,0.000000
ERRM,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,0.987264,-3.851546,18.576109,-2.364551,5.254833,8.074527,30.327554,4.069043,NaN,NaN,0.000000
CERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,-0.217971,-4.153162,15.720053,-2.083151,4.239159,1.800694,3.291706,3.504809,NaN,NaN,0.000000
ERRM-NN,0.040000,1.000000,3.571429,2.857143,0.625000,0.200000,0.987264,-3.851546,18.576109,-2.364551,5.254833,8.074527,30.327554,4.069043,NaN,NaN,0.000000
ETM,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,0.211516,0.092797,0.129372,-0.114079,3.813917,1.479338,3.806812,2.007074,NaN,NaN,0.000000
ERTM,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,17.567985,6.692465,10.166035,-14.621626,7.022078,2.225620,5.653074,4.488953,NaN,NaN,0.000000
CERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,1.286199,0.329018,1.084157,-0.881570,7.842012,3.295090,5.603132,7.176930,NaN,NaN,0.000000
ERRM,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,5.868946,1.691969,6.258060,-1.618465,12.581272,17.262655,58.016885,8.094430,NaN,NaN,0.000000
CERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,1.286199,0.329018,1.084157,-0.881570,7.842012,3.295090,5.603132,7.176930,NaN,NaN,0.000000
ERRM-NN,0.040000,5.000000,3.571429,2.857143,0.625000,0.200000,5.627022,0.084079,6.745773,-1.630824,11.901543,15.370816,56.927449,8.082666,NaN,NaN,0.000000
ETM,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,0.415758,-0.169455,0.496422,0.573918,11.066245,2.937171,9.716415,5.239101,NaN,NaN,0.000000
ERTM,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,-4.224153,-1.825194,-3.275370,4.479473,18.920807,9.126582,11.514834,21.352485,NaN,NaN,0.000000
CERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,2.927302,2.637658,-4.826432,-0.924342,13.395446,6.569529,7.780318,16.231954,NaN,NaN,0.000000
ERRM,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,16.340832,14.023072,-10.313410,-2.000637,22.333366,32.497710,79.330081,18.396527,NaN,NaN,0.000000
CERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,2.927302,2.637658,-4.826432,-0.924342,13.395446,6.569529,7.780318,16.231954,NaN,NaN,0.000000
ERRM-NN,0.040000,10.000000,3.571429,2.857143,0.625000,0.200000,13.637173,3.924105,-5.421825,-2.059666,17.346272,16.263734,70.618001,18.376821,NaN,NaN,0.000000
ETM,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,-3.160888,-3.546391,0.232925,8.253246,22.294263,6.534921,20.654251,18.029769,NaN,NaN,0.000000
ERTM,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,-2.616708,-1.946574,-6.219770,6.058723,44.600558,22.991301,25.366758,56.078694,NaN,NaN,0.000000
CERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,4.046842,-0.267587,5.862174,-2.965485,34.114033,19.350856,16.835789,43.852101,NaN,NaN,0.000000
ERRM,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,46.773122,45.429976,-31.149089,-6.535066,44.209403,58.245963,123.162865,45.585735,NaN,NaN,0.001900
CERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,4.046251,-0.267739,5.861898,-2.965164,34.112332,19.350540,16.835058,43.851378,NaN,NaN,0.000000
ERRM-NN,0.040000,15.000000,3.571429,2.857143,0.625000,0.200000,32.479694,14.431299,-8.696481,-5.706861,30.580624,23.489739,89.865425,46.452733,NaN,NaN,0.001900
ETM,0.050000,1.000000,3.571429,2.857143,0.625000,0.001000,-0.023307,-0.004638,-0.016166,5.014409,2.029277,0.769809,2.006478,216.776667,NaN,NaN,0.000000
ERTM,0.050000,1.000000,3.571429,2.857143,0.625000,0.001000,0.350784,0.253564,0.091384,-84.484456,3.546773,0.767966,3.287032,68.168458,NaN,NaN,0.000000
