FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
CRRM,14.000000,0.000000,2.392834,6.149994,24.165526,67.088229,210.793754,-5.389401,1.873282,6.680994,23.516108,58.442944,1.958037,5.719691,15.147888,37.766277,144.270488,NaN,NaN,NaN,NaN,NaN
ETM,15.000000,0.000000,-97.948623,-30.340590,-8.892219,7.495930,106.034091,-85.940011,-12.810295,-4.254678,1.299321,23.163832,-69.961601,-26.162229,-5.187455,17.825710,78.077487,-410.775996,-27.617616,14.376773,157.943731,1312.235629
ERTM,15.000000,0.000000,-64.737030,-9.967690,0.761131,9.202269,50.662928,-55.660195,-4.354799,-0.021127,4.622809,36.894208,-59.743730,-7.283146,0.650934,4.615801,25.903607,-152.434544,-55.211180,-4.614483,74.552146,146.141340
RTM,15.000000,0.000000,2.954585,6.722128,25.084158,67.830353,223.128946,-5.015036,1.566519,6.738905,22.767504,70.503185,0.127528,4.500739,13.446285,37.327812,148.196187,NaN,NaN,NaN,NaN,NaN
CERRM,15.000000,0.000000,-46.737195,-7.457148,-0.210522,5.183291,35.339596,-28.261611,-3.201883,-0.036518,3.086918,23.612104,-39.758367,-3.960512,-0.100620,2.707488,21.895811,-69.568618,-43.520501,-1.499849,48.098420,129.582954
ERRM,15.000000,0.000000,-67.839521,-10.225536,-0.008209,8.667884,60.665816,-41.969913,-4.903875,-0.016491,4.876934,41.960545,-66.125487,-7.724550,-0.314707,7.286534,211.544602,-75.341781,-54.336847,-6.461197,56.527770,126.258826
TM,15.000000,0.000000,-43.871821,-6.854238,39.198981,112.611475,330.623848,-6.272246,1.063103,8.585427,23.319190,75.317210,-43.001996,-11.087482,25.362804,77.644188,218.699084,NaN,NaN,NaN,NaN,NaN
RRM,15.000000,0.000000,-35.880240,5.891311,22.678383,67.035416,237.661521,-11.937833,2.519194,9.418635,24.547537,80.167443,-512.412875,-17.334536,6.729211,32.526073,380.307956,NaN,NaN,NaN,NaN,NaN
CRRM,15.000000,0.000000,2.016585,5.884879,23.526422,65.443901,205.183216,-5.268595,1.880928,6.842158,23.250753,71.761437,-1.587209,5.028793,13.647699,36.598191,138.166134,NaN,NaN,NaN,NaN,NaN
ETM,16.000000,0.000000,-99.834305,-35.525504,-12.899904,3.680193,109.296165,-97.340756,-15.934454,-5.667652,0.527150,24.882085,-72.929138,-29.976553,-8.232941,16.401673,82.445543,-433.032749,-24.914459,20.859539,205.683444,1720.122270
ERTM,16.000000,0.000000,-72.168142,-11.741988,0.928856,10.459775,55.065461,-79.389866,-5.342162,-0.001170,5.119941,38.935144,-73.489302,-8.589332,0.681979,5.067983,29.111767,-180.178597,-62.299923,-5.756505,82.345929,174.908352
RTM,16.000000,0.000000,2.553458,6.642582,23.915531,68.042406,221.908237,-5.031877,1.551619,6.904568,22.652421,76.474279,-2.678636,4.337064,12.794478,37.154135,152.132474,NaN,NaN,NaN,NaN,NaN
CERRM,16.000000,0.000000,-55.597902,-9.181808,-0.201211,5.761004,37.085868,-36.311117,-3.874412,-0.014777,3.484594,26.082500,-47.546427,-4.786988,-0.163481,2.936205,22.652216,-78.204008,-49.925796,-1.887948,56.307796,165.928419
ERRM,16.000000,0.000000,-77.986363,-11.850111,0.123723,10.189071,64.285660,-61.175334,-5.701944,0.174958,5.486646,46.032269,-77.174383,-9.135684,-0.571617,8.477200,195.483554,-82.137373,-60.982196,-9.759412,64.966821,144.201765
TM,16.000000,0.000000,-54.329942,-10.449290,38.923984,117.979294,364.547656,-6.855036,1.030225,9.191826,23.279950,83.947027,-53.992902,-14.748454,24.283402,83.180528,239.575620,NaN,NaN,NaN,NaN,NaN
RRM,16.000000,0.000000,-26.215305,5.831198,22.139125,66.537884,260.364121,-14.835844,2.526688,9.314748,24.800840,87.193140,-506.692453,-17.319783,6.413385,32.374975,384.493915,NaN,NaN,NaN,NaN,NaN
CRRM,16.000000,0.000000,1.181573,5.669491,21.595952,64.896763,206.007202,-5.286258,1.855654,7.036873,23.099155,65.905962,-5.278354,4.656108,12.715865,36.597787,144.426320,NaN,NaN,NaN,NaN,NaN
ETM,17.000000,0.000000,-100.204680,-39.939787,-18.191766,0.714992,93.257757,-110.099022,-20.212307,-6.843283,0.482935,26.384131,-77.012695,-34.092707,-11.399066,15.639756,79.539678,-445.383867,-23.659627,26.496817,247.880026,2142.414704
ERTM,17.000000,0.000000,-77.104507,-12.489526,1.051184,11.520539,63.185114,-84.619381,-5.471048,-0.003410,5.634052,42.035431,-76.708047,-9.572517,0.633452,5.499288,31.867224,-194.364151,-67.491615,-8.283573,90.570568,197.227245
RTM,17.000000,0.000000,2.024719,6.641462,23.297480,67.165997,217.432557,-5.039509,1.529687,7.067190,22.399311,73.358496,-5.844976,4.220662,12.467084,36.557866,143.910378,NaN,NaN,NaN,NaN,NaN
CERRM,17.000000,0.000000,-61.219732,-10.253658,-0.244706,6.580762,41.263088,-38.556424,-4.300820,-0.018779,4.085374,29.605206,-51.762578,-5.700441,-0.227749,3.231595,24.206852,-85.482255,-54.507366,-2.962969,63.258837,199.254972
ERRM,17.000000,0.000000,-84.804232,-13.578471,0.079225,11.057707,68.556807,-66.243932,-6.504335,0.294517,6.241307,49.911454,-83.675795,-10.530732,-0.749564,9.148959,197.172223,-88.860725,-67.360858,-12.433697,73.292878,169.234165
TM,17.000000,0.000000,-184.891244,-16.558807,36.066110,122.507638,427.012649,-7.995927,0.560153,9.885296,23.266467,83.083233,-173.770607,-19.811196,21.511477,89.091918,272.930999,NaN,NaN,NaN,NaN,NaN
RRM,17.000000,0.000000,-35.780904,5.479679,20.974774,61.685351,237.080999,-16.284001,2.518289,9.211866,24.348593,76.794565,-529.261823,-21.437573,5.208307,28.177536,360.052273,NaN,NaN,NaN,NaN,NaN
CRRM,17.000000,0.000000,-0.188478,5.518320,20.914019,63.731174,198.565249,-5.063206,1.816591,7.398399,22.843850,78.703542,-8.642190,4.209586,12.126406,35.206214,136.639722,NaN,NaN,NaN,NaN,NaN
ETM,18.000000,0.000000,-100.659852,-43.771981,-21.635590,-0.089886,100.329224,-113.593345,-23.405235,-7.818831,0.611607,30.009851,-77.752677,-37.467370,-12.669173,14.943168,85.835385,-469.082921,-22.427711,32.811436,292.460094,2465.567760
ERTM,18.000000,0.000000,-83.701043,-13.602207,1.245680,12.515672,64.261122,-103.866787,-6.462526,0.090255,5.976056,44.382393,-81.653580,-10.492355,0.790226,5.528450,33.909795,-213.584982,-73.396159,-11.556767,97.510384,225.981596
RTM,18.000000,0.000000,0.666631,6.469702,21.929973,65.843576,217.275587,-5.137280,1.492461,6.948170,22.253897,66.529262,-10.323647,3.995933,11.682512,36.468787,147.024686,NaN,NaN,NaN,NaN,NaN
CERRM,18.000000,0.000000,-68.909979,-11.866254,-0.237987,7.297017,43.716186,-47.039749,-5.157850,0.098001,4.437971,30.342316,-58.860053,-6.880798,-0.443285,3.280331,28.338440,-90.902973,-60.335040,-6.271063,69.297013,216.308881
ERRM,18.000000,0.000000,-89.325681,-14.840199,0.210754,11.867340,74.208962,-75.529393,-6.866933,0.438904,6.915443,57.638114,-94.801143,-12.480589,-1.209127,8.791050,187.712728,-91.601500,-71.685200,-16.251151,78.583188,193.241953
TM,18.000000,0.000000,-196.838951,-17.882833,38.500000,132.904146,479.566440,-8.864781,0.760185,10.387117,23.476325,71.248278,-178.782326,-21.631417,22.678509,98.489487,315.232651,NaN,NaN,NaN,NaN,NaN
RRM,18.000000,0.000000,-39.998789,5.025397,19.493330,58.768526,230.098034,-17.636836,2.529866,9.057606,24.057731,89.804987,-536.324718,-23.735198,3.870968,26.688001,339.529657,NaN,NaN,NaN,NaN,NaN
CRRM,18.000000,0.000000,-2.695075,5.236551,19.453994,61.687335,194.901515,-5.058994,1.787782,7.129868,22.718897,72.295081,-14.838939,3.554802,10.955429,34.314408,139.862650,NaN,NaN,NaN,NaN,NaN
ETM,19.000000,0.000000,-104.932389,-48.151457,-25.004287,-1.753754,104.295742,-124.870956,-26.849267,-9.467250,-0.048423,29.814200,-79.882244,-40.310934,-13.860745,13.863364,84.674208,-458.259476,-18.368206,43.208574,333.639430,2810.835874
ERTM,19.000000,0.000000,-86.930086,-14.233495,1.575908,13.313129,66.313841,-115.196995,-6.271336,0.177595,6.797685,44.547271,-87.670389,-11.262315,0.849131,6.108739,35.698661,-238.422367,-76.737441,-18.456198,105.404665,251.885819
RTM,19.000000,0.000000,-2.654217,6.304599,20.692413,63.477441,218.665854,-4.916449,1.469438,7.122692,22.079782,66.553919,-16.540524,3.784479,11.216628,35.372144,147.320848,NaN,NaN,NaN,NaN,NaN
CERRM,19.000000,0.000000,-77.482778,-12.751151,-0.064158,8.452103,47.273394,-56.305469,-5.267299,0.166659,5.125528,33.354560,-65.746879,-7.612234,-0.335030,3.729415,28.299617,-97.498170,-63.820139,-9.624167,77.669318,224.226174
ERRM,19.000000,0.000000,-94.306074,-16.598870,0.406612,12.904619,75.854771,-98.312358,-7.616824,0.597714,7.714181,60.648096,-99.123457,-13.029156,-1.409748,9.359622,180.800710,-95.227729,-75.683189,-21.430946,86.374857,208.830668
TM,19.000000,0.000000,-284.712737,-23.364747,36.270816,134.269839,502.018398,-9.961667,0.325916,10.890283,23.975728,79.379803,-223.949517,-26.400156,21.573005,100.893007,335.377039,NaN,NaN,NaN,NaN,NaN
RRM,19.000000,0.000000,-58.320340,4.422395,18.454672,57.852368,243.901206,-18.221697,2.491277,8.992065,24.098228,89.365704,-550.889372,-24.116972,3.059289,25.987397,325.565470,NaN,NaN,NaN,NaN,NaN
CRRM,19.000000,0.000000,-6.618782,4.936282,18.352727,59.558229,200.406929,-4.762011,1.776399,7.274971,22.499761,78.003694,-21.880382,3.282879,10.518836,33.916255,140.353921,NaN,NaN,NaN,NaN,NaN
ETM,20.000000,0.000000,-110.162794,-51.795755,-27.682511,-1.961544,102.014106,-133.213407,-30.232386,-10.569395,-0.243558,31.528676,-79.730080,-41.678925,-15.406252,12.890398,82.615887,-480.862915,-17.212754,53.959736,378.470935,3208.832077
ERTM,20.000000,0.000000,-89.888257,-14.563223,1.665162,14.372941,68.843608,-115.978777,-6.441660,0.197701,7.493214,46.197321,-96.148364,-11.789879,0.913723,6.463320,37.206692,-257.148608,-80.058637,-22.094842,109.727043,271.953890
RTM,20.000000,0.000000,-4.420958,6.283118,20.758742,60.666630,215.697003,-5.085921,1.456232,6.985016,21.863813,84.220162,-19.668858,3.746890,11.140774,34.689218,150.651724,NaN,NaN,NaN,NaN,NaN
CERRM,20.000000,0.000000,-79.766291,-13.701229,-0.046441,8.820778,46.855907,-59.394407,-5.247038,0.265396,5.828555,35.702504,-67.444123,-8.456790,-0.464293,3.892588,30.085090,-100.618180,-67.465538,-13.662174,82.050068,233.050040
ERRM,20.000000,0.000000,-95.203987,-17.937370,0.400335,13.239577,75.209969,-124.390748,-7.816337,0.716599,8.399665,61.744701,-105.581013,-14.226582,-1.656931,9.833148,170.200852,-97.343760,-78.683727,-26.414061,89.459298,216.239634
TM,20.000000,0.000000,-309.101015,-26.872146,34.911540,139.637037,519.434460,-10.843724,0.131457,10.990395,24.550321,78.035508,-239.717866,-29.389485,20.576268,106.665149,356.969239,NaN,NaN,NaN,NaN,NaN
RRM,20.000000,0.000000,-64.626749,4.181516,18.286457,52.626506,223.445012,-21.155937,2.506460,8.957009,23.946189,87.926943,-566.840761,-24.903355,2.290912,24.692253,279.758590,NaN,NaN,NaN,NaN,NaN
CRRM,20.000000,0.000000,-8.166996,4.854294,18.372524,56.368225,194.500752,-4.935012,1.768056,7.241724,22.330852,73.208680,-25.066403,3.081320,10.433399,32.574035,141.881743,NaN,NaN,NaN,NaN,NaN
ETM,21.000000,0.000000,-112.125066,-54.823274,-29.874815,-3.300806,92.822232,-135.520440,-34.733465,-12.172148,-0.682676,30.857525,-82.263233,-43.143590,-14.214361,12.353504,82.984931,-468.219074,-14.569377,67.654745,440.646204,3408.382843
ERTM,21.000000,0.000000,-90.780319,-15.118264,2.032415,15.369171,68.175986,-119.037628,-6.465846,0.280654,7.755670,46.414252,-96.633901,-12.437648,1.084113,6.873776,37.523416,-251.146016,-82.593414,-27.287569,112.983105,301.382916
RTM,21.000000,0.000000,-9.876570,6.058940,20.022418,60.233620,208.761258,-4.972036,1.405506,6.981148,21.846153,83.972312,-27.803977,3.548579,10.805361,34.197453,144.189600,NaN,NaN,NaN,NaN,NaN
CERRM,21.000000,0.000000,-81.748300,-14.089917,0.209234,9.853572,49.096843,-66.763271,-5.358107,0.333862,6.021974,36.146156,-67.868880,-8.888102,-0.300824,4.132694,31.257498,-102.006982,-70.361836,-19.366169,86.788055,258.667008
ERRM,21.000000,0.000000,-96.590397,-18.297715,0.736207,13.815878,81.476451,-118.405869,-7.945824,0.818996,8.947999,67.027421,-104.746288,-15.411213,-1.852260,9.573060,175.424791,-97.797537,-82.006021,-32.425616,92.973764,244.537911
TM,21.000000,0.000000,-334.896457,-29.396499,36.668484,149.840333,587.957462,-11.489514,0.025741,11.388255,25.348183,76.878377,-265.866856,-31.651942,23.329345,116.140488,410.729091,NaN,NaN,NaN,NaN,NaN
RRM,21.000000,0.000000,-78.019475,3.809840,17.596540,52.379219,228.365246,-20.453475,2.483598,8.868452,23.906995,87.928313,-521.175350,-25.342688,1.733726,24.215372,270.752959,NaN,NaN,NaN,NaN,NaN
CRRM,21.000000,0.000000,-13.070819,4.580441,17.702355,55.852733,190.135216,-4.822157,1.748762,7.266917,22.297556,73.986321,-30.638264,2.800877,9.836870,31.456022,133.204181,NaN,NaN,NaN,NaN,NaN
ETM,22.000000,0.000000,-120.796422,-57.312017,-32.148821,-4.059198,88.067587,-147.965019,-39.624227,-13.529696,-1.021367,29.174073,-84.004156,-43.868688,-15.909786,11.877433,80.195487,-445.663973,-12.126803,79.924605,496.780533,3646.255673
ERTM,22.000000,0.000000,-90.724087,-14.934527,2.283444,16.512669,71.895326,-119.147490,-6.553905,0.471728,8.506088,48.372119,-100.333868,-12.842035,1.259113,7.054177,38.449150,-260.632059,-87.230436,-34.963650,116.321942,311.572045
RTM,22.000000,0.000000,-10.624398,6.047353,19.672049,58.114564,204.373741,-5.070467,1.402768,7.093710,21.707382,73.695503,-29.504538,3.486303,10.601212,33.337337,143.852920,NaN,NaN,NaN,NaN,NaN
CERRM,22.000000,0.000000,-82.729918,-13.774232,0.366457,10.684775,51.102797,-71.425148,-5.387822,0.470738,6.952988,38.320672,-69.877606,-9.324874,-0.377744,4.373649,32.284065,-104.152039,-74.784583,-25.705100,89.938386,271.795789
ERRM,22.000000,0.000000,-97.149544,-18.382467,1.014179,14.164996,78.416540,-130.386217,-7.430296,0.998378,9.912604,70.407550,-102.034036,-15.799737,-1.976600,9.474357,173.736506,-97.728220,-84.781145,-38.941237,93.824536,251.197398
TM,22.000000,0.000000,-367.299669,-32.646942,37.923915,158.623774,637.432382,-12.375850,-0.163223,11.867405,25.728202,75.583493,-283.292308,-33.965908,24.213424,121.133047,448.086138,NaN,NaN,NaN,NaN,NaN
RRM,22.000000,0.000000,-82.860775,3.597950,17.274651,49.819093,216.426524,-20.982028,2.481681,8.773777,23.508748,87.502440,-523.341276,-25.829282,1.185324,22.152902,257.919600,NaN,NaN,NaN,NaN,NaN
CRRM,22.000000,0.000000,-14.192556,4.551398,16.858546,54.108147,185.518987,-4.776452,1.746499,7.394335,22.130025,71.683774,-32.187876,2.482156,9.329557,30.177949,135.497352,NaN,NaN,NaN,NaN,NaN
ETM,23.000000,0.000000,-128.631043,-59.074147,-33.841737,-4.631252,80.556809,-155.366309,-41.802573,-14.135825,-1.107640,30.836506,-83.060749,-44.809122,-17.525933,11.710219,75.436389,-460.505890,-10.921611,91.366204,520.262594,3756.994129
ERTM,23.000000,0.000000,-92.004173,-16.986358,2.170625,16.418485,66.896407,-127.162397,-7.376356,0.335680,8.461845,48.687507,-106.088131,-14.449213,1.224056,7.218650,34.723390,-258.633410,-88.116397,-33.006367,122.320591,332.572864
RTM,23.000000,0.000000,-16.010776,6.010498,19.194440,56.833618,210.543369,-5.023279,1.374392,7.057757,21.736234,80.814406,-34.555864,3.437689,10.543056,32.650751,147.687425,NaN,NaN,NaN,NaN,NaN
CERRM,23.000000,0.000000,-88.250044,-16.263499,0.320927,10.358203,48.974850,-82.455115,-5.982737,0.441043,6.782327,38.478154,-73.783074,-10.550632,-0.510985,4.256230,31.617164,-104.553358,-75.699035,-25.198514,95.566133,288.993689
ERRM,23.000000,0.000000,-96.925596,-20.130465,0.802467,14.271387,80.112607,-132.742049,-8.022610,1.018768,10.061838,72.096021,-103.464469,-18.182469,-2.344664,9.155350,170.927692,-97.618994,-85.660390,-39.288843,100.036745,262.895953
TM,23.000000,0.000000,-405.342459,-35.815637,33.591998,157.045260,607.907680,-13.250641,-0.136505,12.240441,26.103838,72.178432,-319.044656,-36.153618,20.167776,121.486161,443.049719,NaN,NaN,NaN,NaN,NaN
RRM,23.000000,0.000000,-91.066177,3.271868,16.711388,45.954728,207.360008,-21.660404,2.460527,8.773053,23.424068,87.632288,-519.113036,-27.678722,0.748907,21.537491,269.487598,NaN,NaN,NaN,NaN,NaN
CRRM,23.000000,0.000000,-19.437903,4.308891,16.225116,53.123861,190.947199,-4.688997,1.732748,7.387443,22.234113,79.333523,-37.109950,2.246555,9.044567,29.715336,135.874549,NaN,NaN,NaN,NaN,NaN
ETM,24.000000,0.000000,-129.890656,-61.078433,-35.843932,-5.692060,66.878645,-156.699307,-44.329301,-15.131348,-2.233857,28.108008,-86.962240,-45.860436,-17.031985,10.184686,70.115504,-403.780503,-9.333386,99.568221,557.931666,3876.835773
ERTM,24.000000,0.000000,-92.598062,-17.022969,2.242092,17.223771,70.515603,-127.170685,-7.691585,0.272554,8.448399,49.500396,-105.882773,-14.404355,1.251856,7.355396,38.040462,-256.237338,-89.187765,-35.142403,131.028288,365.111784
RTM,24.000000,0.000000,-17.971618,6.046300,19.075952,57.993489,199.588111,-5.139912,1.344726,7.030261,21.639913,70.877430,-34.186069,3.427557,10.472662,33.337347,141.399296,NaN,NaN,NaN,NaN,NaN
CERRM,24.000000,0.000000,-90.069657,-16.512238,0.343982,11.100135,53.647826,-81.732966,-6.365024,0.473177,6.973641,39.044154,-74.957708,-11.032669,-0.647787,4.299120,34.496818,-105.063739,-77.247457,-27.719234,101.025780,308.265116
ERRM,24.000000,0.000000,-96.196321,-19.634926,0.909097,14.889748,84.227275,-130.053896,-7.457787,1.112969,10.506400,78.207167,-110.647669,-18.559806,-2.726962,9.439375,175.240360,-97.602727,-86.825803,-42.592487,102.280029,283.282756
TM,24.000000,0.000000,-422.844821,-39.176910,31.628362,158.709330,649.147460,-14.080426,-0.778695,12.330541,25.779325,73.037177,-321.217042,-38.828830,19.700841,121.566092,474.972846,NaN,NaN,NaN,NaN,NaN
RRM,24.000000,0.000000,-82.152526,3.325803,16.707332,48.065681,212.161938,-21.294780,2.459195,8.799972,23.651011,86.888365,-527.888742,-25.961364,0.718889,22.175586,258.055741,NaN,NaN,NaN,NaN,NaN
CRRM,24.000000,0.000000,-21.435875,4.283696,16.081992,53.790557,186.246118,-4.703324,1.722886,7.371018,22.143085,80.546514,-37.110468,2.100385,9.026436,30.892581,133.098048,NaN,NaN,NaN,NaN,NaN
ETM,25.000000,0.000000,-132.344984,-63.049120,-37.225675,-6.612965,58.874611,-157.768198,-48.994434,-16.268940,-2.597244,25.853627,-87.702566,-46.788178,-17.519678,10.237075,71.166908,-411.555509,-7.003394,117.362735,634.362466,3946.907153
ERTM,25.000000,0.000000,-94.612927,-17.422162,2.770364,17.894705,70.491187,-130.208049,-7.449082,0.484985,9.181592,49.797037,-104.294398,-14.975521,1.490162,7.657317,37.851093,-268.347767,-91.675862,-41.186383,132.696403,376.785837
RTM,25.000000,0.000000,-24.311044,5.957238,18.922957,56.019322,203.707551,-5.094131,1.323286,6.956901,21.724683,80.093206,-40.960248,3.322239,10.264070,31.958377,147.615545,NaN,NaN,NaN,NaN,NaN
CERRM,25.000000,0.000000,-92.684680,-16.498232,0.735914,11.916720,54.089727,-85.226503,-6.029973,0.589316,7.571301,39.439528,-75.379841,-11.256619,-0.368533,4.706495,35.081759,-106.549885,-79.422884,-35.962503,101.670772,305.132177
ERRM,25.000000,0.000000,-95.943417,-19.267828,1.480299,15.622937,78.897692,-126.981378,-6.723243,1.349240,11.779619,79.562354,-113.797934,-19.578130,-2.758185,9.510821,175.113575,-97.608097,-87.898362,-49.931811,101.957722,287.292089
TM,25.000000,0.000000,-469.259694,-41.595548,34.936082,167.554598,693.487727,-14.313807,-0.506190,12.680362,26.633542,72.898343,-353.407674,-40.912091,22.185829,129.005879,503.728455,NaN,NaN,NaN,NaN,NaN
RRM,25.000000,0.000000,-98.838901,2.995998,16.303383,45.824762,199.065355,-21.550080,2.458375,8.730321,23.548798,86.815748,-563.266103,-26.994997,0.135713,21.391728,240.640023,NaN,NaN,NaN,NaN,NaN
CRRM,25.000000,0.000000,-25.726358,4.042203,15.719710,52.222236,183.217429,-4.767088,1.715926,7.308948,22.279076,72.696702,-42.267750,1.878633,8.707458,29.013973,132.778345,NaN,NaN,NaN,NaN,NaN
ETM,26.000000,0.000000,-134.344874,-63.165853,-37.003995,-7.083001,50.880419,-156.976858,-49.582602,-17.084672,-2.684947,24.427316,-85.828222,-46.031784,-15.396694,10.579781,70.613323,-386.735757,-6.177291,128.665359,677.454783,4118.764498
ERTM,26.000000,0.000000,-94.213201,-17.387463,2.773398,18.478669,70.182180,-132.446885,-7.818344,0.475074,9.213036,47.789354,-109.810044,-14.905540,1.678059,7.888632,38.171778,-266.332629,-92.354956,-42.535747,128.752839,423.348435
RTM,26.000000,0.000000,-26.497238,5.915581,19.058444,56.181327,201.195632,-5.228326,1.269368,7.108388,21.614587,80.365900,-42.283634,3.371248,10.392725,32.411463,140.192162,NaN,NaN,NaN,NaN,NaN
CERRM,26.000000,0.000000,-95.693781,-16.631016,0.751412,12.040711,56.224867,-92.082849,-6.074364,0.633074,7.966638,39.368244,-77.324485,-11.403141,-0.386053,4.744603,36.323001,-106.008121,-80.139865,-38.523769,99.833042,328.223454
ERRM,26.000000,0.000000,-95.561530,-17.641881,1.741867,16.659143,85.789379,-116.436034,-6.128642,1.403379,12.436471,80.962331,-120.148704,-20.689892,-3.088166,9.092789,175.396317,-97.633806,-88.288990,-51.736342,93.434709,295.796962
TM,26.000000,0.000000,-470.304788,-41.516183,35.755569,169.479426,683.152413,-14.623488,-0.103433,12.695553,27.366872,71.508476,-354.382386,-41.127107,22.915636,129.393355,490.868199,NaN,NaN,NaN,NaN,NaN
RRM,26.000000,0.000000,-102.547844,2.908042,16.160930,45.785244,203.415435,-20.815827,2.469448,8.850711,23.365410,86.823004,-511.733494,-26.880286,0.059168,21.483608,256.729249,NaN,NaN,NaN,NaN,NaN
CRRM,26.000000,0.000000,-28.667336,3.936509,15.773927,51.881190,177.321282,-4.864614,1.664668,7.346440,22.101636,79.367841,-43.792202,1.777214,8.766489,28.806627,129.190811,NaN,NaN,NaN,NaN,NaN
ETM,27.000000,0.000000,-135.398961,-64.188396,-37.714889,-7.741767,39.457842,-156.897376,-50.095698,-17.558481,-3.311529,24.585710,-84.908851,-46.775604,-15.521131,10.624985,67.578694,-376.965383,-6.255668,129.801338,669.130180,3979.512648
ERTM,27.000000,0.000000,-95.688220,-19.077789,2.746980,18.047953,69.412103,-139.267890,-8.231473,0.376714,8.979523,47.519529,-110.713821,-16.495555,1.609029,7.664829,37.367785,-255.529760,-90.867884,-41.688282,138.117919,468.332343
RTM,27.000000,0.000000,-30.116642,5.794087,18.791209,56.687068,199.477371,-5.441281,1.242343,7.099206,21.635234,77.517299,-45.681763,3.247335,10.443588,32.580880,140.157970,NaN,NaN,NaN,NaN,NaN
CERRM,27.000000,0.000000,-96.808145,-18.156176,0.638289,11.996571,55.801300,-95.430235,-6.169007,0.639320,8.073336,40.439187,-79.322579,-12.506517,-0.550661,4.862720,35.564287,-105.789881,-79.689224,-39.912510,107.002526,340.265755
ERRM,27.000000,0.000000,-95.593731,-19.666795,1.860021,17.140452,82.621811,-104.861893,-6.204740,1.472771,13.699674,78.730265,-123.081130,-21.729263,-3.188579,9.747214,177.985357,-97.544939,-88.016712,-53.879809,101.791447,316.937110
TM,27.000000,0.000000,-498.791190,-43.976515,36.019170,168.470677,703.049134,-15.401951,-0.385223,12.699471,26.829976,72.155985,-367.781665,-42.874619,23.008844,130.308604,509.146979,NaN,NaN,NaN,NaN,NaN
