FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
ERTM-NN,42.000000,0.020000,-7.183482,-8.062391,-5.930793,164.330447,54.201423,128.082016,44.845151,440.268325
RTM-NN,42.000000,0.020000,38.227063,14.856033,20.514129,NaN,88.473562,56.708176,65.717845,NaN
ERRM-NN,42.000000,0.020000,-14.154110,-0.069421,-21.811655,123.540386,69.028651,236.839973,66.891595,373.139166
CERRM-NN,42.000000,0.020000,-16.663029,-3.791851,-25.970611,163.616342,43.974214,152.329139,32.105242,417.630689
TM-NN,42.000000,0.020000,126.947066,16.232697,85.629035,NaN,259.002990,122.257281,191.571679,NaN
ETM,43.000000,0.020000,-45.684406,-45.003380,-32.469283,952.472326,75.779700,144.978148,54.685162,1817.520894
ERTM,43.000000,0.020000,-3.296321,-11.578359,-5.066842,141.396676,56.276116,113.915642,48.619854,507.799850
RTM,43.000000,0.020000,28.172041,16.301332,14.961498,NaN,119.121479,42.982459,82.637465,NaN
ERRM,43.000000,0.020000,-29.000210,-23.560494,-36.245667,89.597695,80.607615,1502.997592,98.613577,395.763851
CERRM,43.000000,0.020000,-15.363985,-48.646687,-25.469068,140.363003,51.745369,4135.741060,38.941056,436.297608
TM,43.000000,0.020000,79.232050,17.642749,52.590640,NaN,350.651972,112.740302,259.896324,NaN
RRM,43.000000,0.020000,4.872918,25.269396,-50.173199,NaN,169.645183,1054.581478,176.861406,NaN
CRRM,43.000000,0.020000,15.283151,16.776227,-0.298276,NaN,121.355485,30.565906,77.297134,NaN
ETM-NN,43.000000,0.020000,-52.236895,-48.941641,-32.660238,1014.739208,45.864769,100.200765,45.592525,1661.854175
ERTM-NN,43.000000,0.020000,-6.101283,-8.144254,-5.042247,158.198827,53.586444,104.719159,44.651176,428.753535
RTM-NN,43.000000,0.020000,37.693961,14.179235,20.402991,NaN,86.497661,38.343245,64.355788,NaN
ERRM-NN,43.000000,0.020000,-12.558449,16.534966,-22.777960,118.411191,65.906710,1780.635647,65.152156,373.724604
CERRM-NN,43.000000,0.020000,-16.248975,-4.860894,-25.119641,158.850805,45.600063,128.521561,32.079886,417.558277
TM-NN,43.000000,0.020000,131.060403,14.709194,88.932460,NaN,269.486130,29.572441,200.725557,NaN
ETM,44.000000,0.020000,-47.128005,-44.585466,-33.081226,962.021529,74.956936,117.389201,53.879311,1810.745442
ERTM,44.000000,0.020000,-4.053709,-9.666517,-5.235592,139.036338,56.844310,252.818726,48.893155,484.032474
RTM,44.000000,0.020000,27.770166,16.382151,14.601299,NaN,123.944023,30.241210,85.686021,NaN
ERRM,44.000000,0.020000,-30.127096,-32.325892,-35.622139,87.346794,86.175352,467.861037,98.214957,398.811089
CERRM,44.000000,0.020000,-15.853399,-7.779457,-25.874854,138.657854,54.991300,77.493131,39.167808,431.061968
TM,44.000000,0.020000,78.822317,19.022259,52.396365,NaN,352.022491,61.477144,260.384565,NaN
RRM,44.000000,0.020000,5.117110,16.203787,-51.603375,NaN,171.665353,241.996622,177.484576,NaN
CRRM,44.000000,0.020000,14.895407,16.703725,-1.059928,NaN,125.625383,33.146245,80.241036,NaN
ETM-NN,44.000000,0.020000,-53.307508,-48.338785,-33.190462,1025.429520,45.515049,85.160264,45.229138,1676.654569
ERTM-NN,44.000000,0.020000,-6.175716,-6.378858,-5.087145,155.106497,54.802015,243.557344,45.040493,422.176565
RTM-NN,44.000000,0.020000,37.923630,13.998019,20.443035,NaN,91.679960,26.001666,66.958402,NaN
ERRM-NN,44.000000,0.020000,-13.719427,-2.226414,-22.516220,117.804866,74.394348,155.407932,66.905067,375.770633
CERRM-NN,44.000000,0.020000,-16.949798,-6.538966,-25.487298,157.440842,51.936264,54.828170,32.819889,412.501518
TM-NN,44.000000,0.020000,131.635098,15.601852,89.356183,NaN,265.624876,52.071731,197.050194,NaN
ETM,45.000000,0.020000,-46.914458,-43.992806,-34.014965,1009.898646,78.630494,259.138619,55.100416,1805.647065
ERTM,45.000000,0.020000,-2.946025,-13.057314,-4.010691,141.540959,58.204465,404.192796,50.123620,470.102234
RTM,45.000000,0.020000,29.118437,16.340652,15.483174,NaN,125.007996,49.127644,87.423107,NaN
ERRM,45.000000,0.020000,-29.777362,-43.179828,-36.814325,86.568322,87.008071,996.244416,101.851251,392.172979
CERRM,45.000000,0.020000,-16.097725,-6.581924,-27.227827,143.929839,52.945860,111.663582,40.168095,432.559374
TM,45.000000,0.020000,75.415090,19.502395,50.350228,NaN,351.859952,67.777058,260.146311,NaN
RRM,45.000000,0.020000,5.092078,17.415540,-53.010018,NaN,172.393297,630.064835,182.636661,NaN
CRRM,45.000000,0.020000,15.731210,15.059631,-1.004023,NaN,128.937761,147.916819,82.353522,NaN
ETM-NN,45.000000,0.020000,-53.472622,-46.344465,-33.973911,1051.458119,46.142729,209.457402,45.688216,1683.242881
ERTM-NN,45.000000,0.020000,-4.863260,-5.731088,-3.830874,158.914573,56.329815,211.465177,46.292587,417.102710
RTM-NN,45.000000,0.020000,39.392511,14.528223,21.509386,NaN,91.228129,36.299904,67.486483,NaN
ERRM-NN,45.000000,0.020000,-13.163955,0.821764,-22.490287,118.698702,74.528879,295.148743,67.926265,369.626903
CERRM-NN,45.000000,0.020000,-16.893593,-4.489491,-26.541063,162.408779,48.178142,74.136232,32.311822,414.297912
TM-NN,45.000000,0.020000,128.249063,15.590217,86.970994,NaN,264.444695,68.899531,198.200179,NaN
ETM,46.000000,0.020000,-46.302213,-50.686751,-33.712873,989.409072,87.561564,474.690189,55.715999,1838.449076
ERTM,46.000000,0.020000,-2.628345,-7.120143,-3.577558,141.454457,58.273924,218.486663,47.626626,467.806541
RTM,46.000000,0.020000,26.767204,15.865674,14.075506,NaN,121.198051,42.469603,84.122797,NaN
ERRM,46.000000,0.020000,-29.397055,-28.906645,-38.507578,94.030770,81.533458,670.897631,102.056072,419.025409
CERRM,46.000000,0.020000,-15.852945,-8.759624,-26.753243,147.134500,55.993348,490.091302,40.848425,452.783838
TM,46.000000,0.020000,75.089041,18.952544,49.485906,NaN,352.153005,71.952233,262.045054,NaN
RRM,46.000000,0.020000,3.193637,20.152999,-52.241946,NaN,165.542640,367.436683,172.583340,NaN
CRRM,46.000000,0.020000,13.050421,17.559132,-2.773311,NaN,128.470983,50.303826,80.454604,NaN
ETM-NN,46.000000,0.020000,-53.997605,-46.893323,-34.092720,1047.461948,45.325152,241.028994,45.223812,1687.513398
ERTM-NN,46.000000,0.020000,-4.351755,-5.021136,-3.549683,158.350439,54.360775,215.711432,44.032286,420.625259
RTM-NN,46.000000,0.020000,37.441239,14.076146,20.235209,NaN,85.677277,27.559364,63.705677,NaN
ERRM-NN,46.000000,0.020000,-12.647314,5.905271,-23.579431,124.912155,68.489853,678.220924,66.438121,397.430073
CERRM-NN,46.000000,0.020000,-16.630866,-3.781193,-26.088601,166.556038,49.954367,261.262811,32.868078,433.672993
TM-NN,46.000000,0.020000,129.680240,15.343778,87.856018,NaN,266.341982,71.744728,199.299864,NaN
ETM,47.000000,0.020000,-48.685592,-44.701145,-34.375709,1030.113135,78.505580,374.533085,54.208230,1861.552200
ERTM,47.000000,0.020000,-2.361132,-10.062860,-3.064986,139.358289,59.055986,142.326528,48.245103,466.139103
RTM,47.000000,0.020000,25.676216,16.893533,13.462174,NaN,120.612956,83.687304,85.050242,NaN
ERRM,47.000000,0.020000,-29.252697,-49.301167,-37.436274,90.321783,84.564807,992.141298,100.377561,408.717645
CERRM,47.000000,0.020000,-15.942228,-6.344133,-26.606127,143.041112,62.982051,125.291693,41.879049,448.328527
TM,47.000000,0.020000,78.566474,2.196361,52.343244,NaN,358.721728,1290.232176,267.012212,NaN
RRM,47.000000,0.020000,3.975076,13.106531,-49.878552,NaN,164.997580,345.768313,171.999892,NaN
CRRM,47.000000,0.020000,12.550758,12.145477,-3.141525,NaN,125.120940,545.479271,79.747005,NaN
ETM-NN,47.000000,0.020000,-54.627563,-47.565268,-34.220003,1081.949232,44.639407,333.008728,45.497448,1719.310548
ERTM-NN,47.000000,0.020000,-3.820410,-7.843866,-2.913573,155.802213,55.336672,122.935885,44.214638,414.555951
RTM-NN,47.000000,0.020000,36.948309,14.559981,20.031443,NaN,82.896345,82.520082,63.162142,NaN
ERRM-NN,47.000000,0.020000,-11.792328,2.335092,-22.584211,121.143502,68.638514,363.275264,67.451677,389.212929
CERRM-NN,47.000000,0.020000,-16.360775,-5.607606,-25.908952,163.401907,47.262297,96.801056,32.590977,429.409195
TM-NN,47.000000,0.020000,134.619855,15.732597,91.883724,NaN,269.711344,82.570617,201.263173,NaN
ETM,48.000000,0.020000,-50.217257,-44.941167,-35.619593,1043.409654,72.187692,189.321806,52.850645,1878.356957
ERTM,48.000000,0.020000,-2.060485,-12.719888,-2.606562,140.703044,60.170244,314.766054,49.547648,450.318568
RTM,48.000000,0.020000,27.246599,15.901294,14.882833,NaN,127.194256,31.270846,88.188349,NaN
ERRM,48.000000,0.020000,-30.110063,-31.222660,-37.686591,91.055867,87.423234,524.784261,102.211472,417.930156
CERRM,48.000000,0.020000,-15.982671,-6.596996,-27.494061,145.884288,51.642440,69.533488,40.744604,453.127363
TM,48.000000,0.020000,80.016168,15.606728,53.359064,NaN,364.076488,329.365449,271.734145,NaN
RRM,48.000000,0.020000,2.816407,21.814200,-53.063163,NaN,166.502030,678.922772,175.474425,NaN
CRRM,48.000000,0.020000,12.327303,16.516081,-3.119794,NaN,137.148851,82.705088,84.744739,NaN
ETM-NN,48.000000,0.020000,-55.717999,-47.351424,-35.417254,1095.135653,44.330117,156.445393,44.761439,1748.066821
ERTM-NN,48.000000,0.020000,-3.307355,-8.159827,-2.423857,156.507539,56.314066,54.970333,45.742747,414.508833
RTM-NN,48.000000,0.020000,38.612671,13.759675,21.377368,NaN,87.458025,24.324963,66.392264,NaN
ERRM-NN,48.000000,0.020000,-12.110276,7.691474,-22.503766,122.228321,68.954298,518.029679,68.315848,398.096215
CERRM-NN,48.000000,0.020000,-16.718241,-5.403070,-26.703325,164.975758,45.582425,61.779832,32.698883,435.869555
TM-NN,48.000000,0.020000,135.380515,15.409759,92.413257,NaN,278.551765,50.045351,208.093087,NaN
ETM,49.000000,0.020000,-49.084500,-73.279061,-36.294555,1072.220703,75.960863,3060.220317,55.265377,1911.529199
ERTM,49.000000,0.020000,-2.181806,-8.518400,-2.550345,141.658797,61.026894,333.266579,49.120210,455.378550
RTM,49.000000,0.020000,25.487759,16.204876,13.478633,NaN,125.119702,52.603235,89.398997,NaN
ERRM,49.000000,0.020000,-31.396540,13.102214,-37.834953,93.146185,89.308194,4828.279689,106.836588,437.889845
CERRM,49.000000,0.020000,-17.121478,-1.981372,-26.862844,146.024642,75.648437,730.947759,45.405868,474.798239
TM,49.000000,0.020000,76.646885,8.754754,50.491092,NaN,362.981816,819.929497,271.362023,NaN
RRM,49.000000,0.020000,2.359814,12.527388,-52.223287,NaN,172.623395,586.055839,179.953266,NaN
CRRM,49.000000,0.020000,10.975958,16.933057,-4.427266,NaN,132.717081,41.367616,85.221959,NaN
ETM-NN,49.000000,0.020000,-55.703484,-45.848180,-35.885782,1113.693288,44.934612,385.102273,45.308300,1767.091820
ERTM-NN,49.000000,0.020000,-3.114300,-5.365882,-2.246724,158.837719,55.048826,307.261306,44.589228,427.675704
RTM-NN,49.000000,0.020000,37.412559,14.010727,20.587838,NaN,84.754350,49.518763,65.019531,NaN
ERRM-NN,49.000000,0.020000,-13.744642,69.960726,-21.581148,125.669774,76.060249,5885.297283,71.458205,417.307226
CERRM-NN,49.000000,0.020000,-17.686752,0.628211,-25.707906,167.157616,67.263237,701.021380,34.868517,456.051488
TM-NN,49.000000,0.020000,134.131545,16.324093,91.207596,NaN,269.109261,67.065629,201.176005,NaN
ETM,50.000000,0.020000,-50.275392,-44.682054,-36.595310,1057.848626,72.971049,428.220329,54.361778,1892.745769
ERTM,50.000000,0.020000,-1.894312,-14.529097,-2.354062,137.902149,58.909873,614.861585,48.783142,440.894183
RTM,50.000000,0.020000,26.867689,16.449232,14.338957,NaN,122.307514,87.560786,86.587408,NaN
ERRM,50.000000,0.020000,-30.967780,-32.506537,-40.008499,90.667499,93.318171,408.565540,101.838567,425.812360
CERRM,50.000000,0.020000,-16.579804,-11.975134,-28.403815,146.508557,65.787399,589.675757,43.510261,467.547359
TM,50.000000,0.020000,75.836791,20.135653,49.798287,NaN,375.732404,213.004464,280.056640,NaN
RRM,50.000000,0.020000,3.219721,20.290147,-52.612910,NaN,162.092655,1270.063191,171.230149,NaN
CRRM,50.000000,0.020000,11.939427,16.438756,-4.198664,NaN,122.806339,37.100351,79.794888,NaN
ETM-NN,50.000000,0.020000,-56.370759,-45.277766,-36.084592,1109.512352,44.391931,388.217774,45.045925,1761.737495
ERTM-NN,50.000000,0.020000,-2.914231,-7.570174,-2.089594,154.233561,54.529437,87.841394,44.575217,412.905167
RTM-NN,50.000000,0.020000,37.484469,14.246914,20.594582,NaN,87.751864,87.417704,65.968234,NaN
ERRM-NN,50.000000,0.020000,-12.258167,1.110289,-24.520051,123.450101,65.665765,368.483996,67.068274,405.257724
CERRM-NN,50.000000,0.020000,-16.861357,-5.400145,-27.318941,167.096319,46.484502,61.360445,32.586086,448.366939
TM-NN,50.000000,0.020000,136.690212,16.886303,92.995441,NaN,281.913210,231.232345,210.257713,NaN
ETM,51.000000,0.020000,-50.587474,-54.347754,-37.096830,1073.807897,84.021982,478.753877,54.889164,1965.821420
ERTM,51.000000,0.020000,-0.723097,-7.974245,-1.519089,141.542673,58.396260,179.316528,49.397194,443.140646
RTM,51.000000,0.020000,26.624619,9.544840,14.031714,NaN,122.107244,750.129716,86.963600,NaN
ERRM,51.000000,0.020000,-30.861176,-34.176696,-38.933434,91.956545,89.327719,299.077932,104.785134,435.186595
CERRM,51.000000,0.020000,-15.714045,146.854390,-27.110989,149.648157,63.960403,16760.513201,43.193547,477.066872
TM,51.000000,0.020000,75.263313,17.452557,50.095365,NaN,382.804205,136.613223,284.367767,NaN
RRM,51.000000,0.020000,2.544529,13.824620,-51.012543,NaN,160.516644,163.443083,167.134300,NaN
CRRM,51.000000,0.020000,11.373693,16.180425,-4.620627,NaN,121.177491,65.132066,79.787357,NaN
ETM-NN,51.000000,0.020000,-57.027649,-50.162328,-36.445488,1120.358741,43.935964,194.108474,44.684679,1773.437257
ERTM-NN,51.000000,0.020000,-1.657463,-6.836501,-1.160081,157.099263,55.400090,142.388089,45.293303,418.771149
RTM-NN,51.000000,0.020000,37.391245,14.485986,20.517251,NaN,86.776898,81.596173,65.158848,NaN
ERRM-NN,51.000000,0.020000,-12.505212,-2.002411,-22.940228,124.896974,78.547386,133.024615,69.104648,417.230266
CERRM-NN,51.000000,0.020000,-16.426763,152.892540,-26.274866,169.558131,57.500724,16993.484121,33.992474,458.561926
TM-NN,51.000000,0.020000,138.421482,15.154583,94.546346,NaN,282.355251,58.862689,210.937474,NaN
ETM,52.000000,0.020000,-50.818238,-50.577661,-36.302613,1098.330790,91.897603,197.985204,53.563108,1932.503730
ERTM,52.000000,0.020000,-0.567704,-8.883405,-0.443102,143.393790,59.426858,126.546145,48.059191,435.397935
RTM,52.000000,0.020000,26.809125,15.896474,14.381034,NaN,125.337569,89.231567,89.218186,NaN
ERRM,52.000000,0.020000,-30.968000,-37.812571,-39.442529,86.556248,83.186066,410.983035,105.725850,430.247556
CERRM,52.000000,0.020000,-15.395023,-6.629376,-26.479131,144.062399,60.730439,119.228599,41.583287,479.927744
TM,52.000000,0.020000,74.903120,2.824290,49.878638,NaN,383.507366,1606.191677,284.511014,NaN
RRM,52.000000,0.020000,2.932307,4.959003,-50.585456,NaN,165.209761,1269.742600,166.229645,NaN
CRRM,52.000000,0.020000,12.097636,14.774708,-4.140213,NaN,131.090284,231.961560,84.944150,NaN
ETM-NN,52.000000,0.020000,-56.822406,-52.732143,-36.082518,1150.009640,44.938311,99.776242,44.934985,1800.425691
ERTM-NN,52.000000,0.020000,-1.564139,-7.897347,-0.385844,157.026845,57.079265,121.223820,45.359419,417.070722
RTM-NN,52.000000,0.020000,38.205081,13.974180,21.242379,NaN,88.301885,78.058821,66.218273,NaN
ERRM-NN,52.000000,0.020000,-11.432400,-1.180570,-23.081513,120.431170,71.143763,153.555073,68.826990,411.269380
CERRM-NN,52.000000,0.020000,-16.166341,-5.423576,-25.950283,165.544254,50.586459,85.377834,33.697592,460.364935
TM-NN,52.000000,0.020000,138.905875,15.110502,94.903950,NaN,280.463634,46.537427,209.499203,NaN
ETM,53.000000,0.020000,-50.607093,-59.241659,-36.025206,1105.533456,75.796699,1461.176152,53.222921,1963.577719
ERTM,53.000000,0.020000,-0.077700,-7.264744,-0.264675,141.385692,62.257950,117.080125,48.822742,433.446495
RTM,53.000000,0.020000,27.401262,16.904196,14.860970,NaN,122.320088,65.935834,88.292062,NaN
ERRM,53.000000,0.020000,-31.241652,-39.640201,-39.302705,86.005109,92.216834,495.227207,104.885584,429.605050
CERRM,53.000000,0.020000,-14.834299,0.946395,-27.155259,143.257801,54.813871,715.199986,41.997566,463.186347
TM,53.000000,0.020000,74.901456,19.383844,49.617249,NaN,397.756849,42.456200,294.284679,NaN
RRM,53.000000,0.020000,5.069754,50.580278,-48.256231,NaN,167.522544,3533.455937,166.235401,NaN
CRRM,53.000000,0.020000,11.988878,16.895294,-4.542896,NaN,123.999661,85.434349,81.527012,NaN
ETM-NN,53.000000,0.020000,-56.739366,-48.805537,-35.833711,1156.124554,44.369979,328.245772,44.723900,1817.435696
ERTM-NN,53.000000,0.020000,-0.651082,-7.076526,0.065177,155.198230,55.614960,115.079616,44.821420,413.775522
RTM-NN,53.000000,0.020000,38.726195,14.512497,21.678868,NaN,85.024138,65.432546,65.359224,NaN
ERRM-NN,53.000000,0.020000,-11.086526,1.476323,-22.826965,119.267219,79.226721,239.158724,69.113621,410.960458
CERRM-NN,53.000000,0.020000,-15.693900,1.517096,-26.446638,163.349750,50.264267,724.470999,33.134802,445.965286
TM-NN,53.000000,0.020000,139.341404,15.287385,95.109945,NaN,282.916505,39.757752,211.365721,NaN
ETM,54.000000,0.020000,-49.595476,-49.475597,-38.075593,1102.050991,111.617327,255.313328,56.334471,2027.429384
ERTM,54.000000,0.020000,-1.250217,-8.478290,-1.858213,145.049065,60.118504,88.673483,50.498413,434.966392
RTM,54.000000,0.020000,24.926190,15.715911,12.688920,NaN,123.222369,35.082975,91.526570,NaN
ERRM,54.000000,0.020000,-32.091125,-46.043043,-40.220904,86.651934,91.352431,1025.813810,110.272637,431.447192
CERRM,54.000000,0.020000,-16.485336,-8.327073,-28.979820,146.485400,63.666721,282.019541,47.487893,474.784760
TM,54.000000,0.020000,76.079122,18.769909,50.082310,NaN,391.697515,191.270063,289.256898,NaN
RRM,54.000000,0.020000,-0.858236,9.529851,-54.610673,NaN,168.379164,479.772319,176.183500,NaN
CRRM,54.000000,0.020000,8.924814,15.522155,-6.852480,NaN,132.102785,129.963714,89.341683,NaN
ETM-NN,54.000000,0.020000,-57.612177,-49.032120,-37.492942,1146.092195,43.904860,252.428983,44.603765,1812.596079
ERTM-NN,54.000000,0.020000,-1.559462,-7.385766,-1.009689,158.042594,54.591809,76.724765,44.649641,418.223871
RTM-NN,54.000000,0.020000,37.151167,13.614977,20.455657,NaN,80.697135,25.857651,63.243983,NaN
ERRM-NN,54.000000,0.020000,-12.039704,1.909862,-22.738165,122.006195,70.491706,313.717359,70.348172,417.104547
CERRM-NN,54.000000,0.020000,-16.737212,-5.132603,-27.262251,167.305907,54.859768,63.258288,33.635760,457.581031
TM-NN,54.000000,0.020000,139.234662,16.456841,94.630465,NaN,288.955597,160.290035,214.328670,NaN
ETM,55.000000,0.020000,-53.282657,-50.996420,-38.342917,1131.447203,61.790763,152.915997,52.868061,1975.939025
ERTM,55.000000,0.020000,-1.195137,-8.276665,-0.464301,147.733643,67.400985,187.702168,50.118918,438.335998
RTM,55.000000,0.020000,25.551869,15.109557,13.466139,NaN,126.548174,59.945785,91.675303,NaN
ERRM,55.000000,0.020000,-32.330730,-35.162267,-42.769047,85.910756,97.844525,1475.860726,110.888589,442.393566
CERRM,55.000000,0.020000,-16.470333,-7.127407,-28.198898,148.410764,60.965982,172.146769,44.447508,482.758234
TM,55.000000,0.020000,65.286380,18.044657,42.046300,NaN,409.959297,171.087631,307.026111,NaN
RRM,55.000000,0.020000,0.881201,13.427861,-52.107884,NaN,174.156961,2760.629708,172.629517,NaN
CRRM,55.000000,0.020000,10.011580,16.978787,-6.296661,NaN,134.648033,40.768174,88.321031,NaN
ETM-NN,55.000000,0.020000,-58.310986,-52.695186,-37.534391,1172.808382,44.069903,130.690772,44.729954,1828.979082
ERTM-NN,55.000000,0.020000,-1.187561,-7.125945,0.159673,159.283891,57.523116,173.928609,45.408336,422.889030
RTM-NN,55.000000,0.020000,37.919332,13.318622,21.163278,NaN,87.199862,24.419919,65.573041,NaN
ERRM-NN,55.000000,0.020000,-11.446318,14.605281,-23.925608,121.397828,75.845920,1508.043649,70.374037,426.442630
CERRM-NN,55.000000,0.020000,-16.707723,-4.909769,-26.949704,167.716800,50.279775,91.717605,33.478056,466.138333
TM-NN,55.000000,0.020000,137.866951,15.557795,94.016863,NaN,288.433752,60.435177,215.424202,NaN
ETM,56.000000,0.020000,-52.976185,-50.947215,-38.559700,1149.962917,70.353589,265.625358,53.993081,2044.217580
ERTM,56.000000,0.020000,-1.319125,-8.388108,-1.364502,153.080652,64.641944,90.587545,50.247890,449.023464
RTM,56.000000,0.020000,27.079441,15.608770,14.090279,NaN,118.460286,31.930317,87.999020,NaN
ERRM,56.000000,0.020000,-34.420521,-77.667393,-39.565121,89.829986,97.363261,3618.913075,110.667690,451.178821
